num_nodes,num_edges,runtime
228,1857612,1.63
221,208437,1.68
686,275940,32.8
1162,256234,831.9
1490,1840940,1315.61
340,853865,2.15
674,3223598,49.41
597,1715846,81.12
1491,2353131,1057.33
810,1276560,59.49
429,1914242,3.03
412,1718564,17.06
832,1091568,21.83
941,2226531,582.0
907,116395,74.46
252,1005683,1.19
432,2877597,45.31
1079,1025904,27.96
1571,2062261,3022.63
1518,725991,1172.78
418,795457,11.09
1386,661691,1219.92
382,726303,95.93
913,1311400,182.92
407,902285,2.5
1434,2196407,3600
244,2658029,4.18
501,324202,32.74
1188,904221,605.31
799,1315462,10.84
413,1996905,14.32
1441,2508530,250.34
1320,361332,317.04
813,1814698,149.26
1266,1461911,2356.65
534,787347,33.69
648,2791775,16.57
903,1600248,48.16
833,491271,217.94
283,2954040,3.4
692,2870049,83.05
666,2077895,28.69
1108,2157562,3600
1382,2269711,393.94
689,1760189,60.65
349,632762,7.75
401,2960994,1.41
814,637310,174.22
1222,188360,1333.49
389,744843,20.02
347,3092400,7.03
1246,619987,385.26
414,2574612,14.9
313,2317875,2.6
1200,2345625,367.47
689,1504412,537.95
266,1722565,14.35
213,3221862,21.75
1597,2865709,1519.78
777,2526812,154.21
800,1486637,132.99
1071,1349803,276.58
125,2030342,0.26
1391,2242335,1896.02
357,1917309,5.87
176,778520,0.99
231,2643306,9.73
770,3163363,239.34
513,1335507,90.98
1029,2814026,1017.52
425,55571,8.01
1243,1645590,1391.22
807,2752950,569.96
726,225233,61.35
1357,2610246,462.71
1300,892289,210.8
443,750535,15.25
230,824435,5.22
1417,2719314,430.58
1130,875500,22.41
554,2424724,38.33
1184,3213311,500.78
268,581014,0.8
440,161666,28.03
743,1815586,345.33
1144,1383137,273.23
1187,598216,572.43
878,319366,243.04
389,1208872,11.28
1413,1937892,1601.13
1525,2156633,3600
1560,1997670,1589.46
1450,1742954,1558.6
1188,1360842,464.63
210,1693555,1.04
328,185876,1.56
1074,2774771,43.16
306,2002641,6.88
725,2067778,96.97
1530,3240267,3600
1022,2629987,141.34
1257,533875,244.62
982,292675,410.19
1408,2917875,1724.4
678,683525,18.28
1288,1246990,2066.68
106,1666728,0.22
407,310425,41.85
1190,2482628,232.3
1482,1609190,1002.63
793,3210770,98.72
885,2377053,194.11
233,1868450,0.94
186,1323095,1.46
416,732117,7.09
666,589614,52.59
968,677287,471.61
391,902735,47.14
1375,1615818,1183.79
1085,2505457,2583.49
1535,3111949,3600
1006,1839300,506.78
348,2951861,24.41
884,1403482,142.42
1011,3132011,576.54
1123,1222810,156.05
456,3261091,17.22
855,1583253,150.61
596,2574025,116.81
1315,592558,3102.92
1385,991873,1038.39
1169,1738442,124.52
1527,1643053,554.65
1432,693159,3600
247,996780,1.5
287,1230408,10.29
477,27069,50.34
312,1808435,13.51
1572,471775,2969.35
1438,2685843,1359.59
1599,3082987,1444.2
1259,1767891,126.24
308,1119691,5.58
429,178090,43.38
330,2103925,3.08
227,2352804,1.74
1347,3106088,337.48
1158,142405,1335.43
420,532307,62.22
1308,567902,121.96
1050,957889,1548.08
1414,229092,493.97
1370,1668125,454.92
1388,386825,1006.26
1102,2139443,837.35
1441,168412,735.07
948,290762,186.36
1016,2088290,352.32
448,280409,18.67
338,1305795,3.95
452,978546,8.83
903,2962628,685.0
1493,1257379,98.2
857,3186042,623.03
241,2025185,1.39
461,186212,19.02
337,2028846,1.85
262,3215552,12.14
1191,2823566,89.04
233,296657,0.87
1570,1072728,3600
470,3263395,6.33
390,1223546,53.28
502,238245,14.97
826,1656699,98.17
704,1205165,219.78
1087,2856881,238.78
546,1895486,18.86
819,113766,99.16
589,1550157,67.01
1342,1905771,649.22
539,2842430,148.66
1573,2439826,345.68
1233,2073945,269.93
834,2561675,288.9
1163,2766458,274.55
1026,1643751,370.97
570,1986789,10.29
729,1931045,278.84
1385,2455068,642.55
1590,809309,3600
370,176192,69.09
1150,1450514,264.92
1589,1740039,3600
144,1384774,0.28
1490,1826264,452.71
1087,2124751,35.85
450,2109466,26.88
601,793046,42.36
1551,3088783,434.69
1305,1684746,48.86
215,2966950,14.37
1270,841575,636.39
558,1238381,60.06
301,2089493,9.36
681,786590,41.65
412,530871,2.74
1270,41381,302.42
244,3093512,1.37
1198,2340862,313.26
690,486195,119.76
870,3220226,378.11
1152,648846,1337.22
1355,2599826,2510.44
1562,3218007,261.93
284,3211887,1.33
336,2250919,3.61
1365,2124398,1778.04
454,2519189,22.24
814,880022,67.15
355,2532237,5.06
982,1765003,977.87
1562,1094902,1705.31
774,2041353,280.76
835,346726,140.0
1070,805102,753.29
662,1707310,8.35
955,2764287,2268.65
113,599175,0.36
816,3013690,41.77
1530,1200212,1372.31
602,2956913,72.23
493,1427774,25.93
649,1111294,49.24
1401,1901921,974.61
533,2329279,124.86
848,897727,783.04
418,1196722,6.29
1382,1227092,239.03
227,2261605,10.7
893,1253292,425.97
374,1508125,25.81
1464,2905923,701.17
1547,365978,3600
487,2157622,53.67
156,3124592,0.61
1558,211419,550.37
1400,1485787,127.81
588,236579,12.86
161,185202,0.56
1387,3236550,198.87
439,1214225,9.28
127,1592875,0.28
737,409337,35.57
338,3130050,7.26
939,1893271,279.31
232,784515,3.47
847,2549121,95.82
249,570889,2.87
1399,2389218,2867.74
1315,2119765,1520.71
255,1071639,1.34
399,1534917,2.65
950,1624607,390.33
934,2085846,640.58
613,2468348,3.74
1263,619526,486.97
107,1332642,0.26
626,2001078,20.63
426,2110068,34.41
1403,1469360,148.51
772,2115727,48.07
350,2610885,14.52
613,210400,9.64
1264,2089603,491.82
574,433303,84.81
1307,1053082,1194.46
1429,2555103,868.26
1349,2644923,365.85
1311,375975,2238.01
417,3137094,17.69
1220,3132014,679.23
1167,185961,1236.32
1190,1878283,156.51
1087,1141330,1995.36
975,2399525,368.95
1546,2163047,289.87
1398,848350,3600
1235,2627846,648.38
1342,2495511,1871.01
410,2069450,26.46
259,1124937,1.0
1424,2267323,52.45
865,2289582,570.31
1340,184557,239.52
847,1169784,126.01
610,658377,86.17
464,3046396,18.12
1447,557882,2222.98
1494,2071822,1303.75
986,874423,734.29
1314,2057869,3600
1201,806925,17.15
1335,947975,460.97
938,1121787,58.0
457,2230990,6.57
198,1783475,1.53
1452,1706759,891.88
1506,3231609,681.72
787,2202784,25.7
1145,1005857,183.93
565,916882,21.5
376,2225909,3.66
905,859298,58.5
190,1624881,0.76
288,832964,1.24
383,2993934,7.59
499,3006145,118.46
1001,2703346,309.51
436,1273525,48.01
1169,2506921,1039.04
377,2801332,5.75
103,2114546,0.98
339,1016399,11.82
887,645509,703.56
322,714728,21.16
1078,1435091,310.25
1442,2410489,3600
1514,2347467,3600
523,1637227,170.88
721,1732331,78.13
653,554232,68.53
749,2243546,153.18
411,2065731,2.8
672,2750061,57.28
271,2697068,8.02
1028,804158,685.95
1174,1847483,1156.25
1181,1707837,208.62
876,1575839,30.48
641,2979532,4.9
760,567594,79.21
832,3189133,381.3
1146,1623371,165.08
143,3013712,0.66
667,1834490,107.96
908,2854746,482.11
951,3023425,106.07
1334,2094808,609.77
157,696349,0.75
1194,779549,1772.46
667,2323502,125.85
500,1130109,62.53
194,714798,0.94
720,209115,117.93
1181,294162,176.16
1143,512075,449.95
1349,2600481,3600
199,2658875,0.98
1368,566181,605.06
695,2400453,63.28
824,1659351,469.5
286,2417748,3.99
1219,2675664,2310.94
1045,3061112,17.15
1204,3128076,216.54
463,2592675,15.32
117,844176,2.9
1401,1365207,2425.92
1480,1963293,1664.51
134,882676,0.35
938,1206460,256.72
319,2752807,6.71
1218,936467,478.29
1578,2918621,734.0
971,2642850,780.02
793,1093582,126.55
709,2496585,22.89
651,600463,143.66
1284,337836,524.1
1078,581636,487.93
563,2596632,29.2
972,1491105,564.1
368,2448686,14.89
1308,318943,1114.83
1116,437789,442.78
1067,1979484,1449.35
1126,1450795,250.38
207,175525,5.1
376,1284275,1.79
1134,1664483,2087.16
370,421657,9.72
139,1614829,0.46
287,225773,3.75
530,671164,46.16
168,577334,1.57
1261,3163071,2710.78
303,521083,25.26
1173,252592,169.63
739,2809226,52.32
160,1397071,0.86
1156,934850,175.09
347,2685653,37.45
1249,1124986,547.04
818,1993000,153.55
1146,2005362,388.22
898,110662,26.98
1328,3069575,2894.9
708,2777603,48.46
121,1574100,5.84
1555,2894359,1586.44
299,2258218,9.98
587,3120042,92.12
1096,369443,85.38
403,1337804,1.4
350,211167,5.01
1539,639095,755.06
1494,1200417,273.03
492,839407,4.86
1427,652818,539.97
1129,2013865,27.14
641,1857896,26.14
357,2682561,23.27
1049,2578697,272.41
1284,623261,399.07
743,2906385,71.14
1078,3175923,3600
1423,2892500,3600
1540,478935,3600
844,849700,33.42
868,897161,119.33
1080,2198272,562.86
550,2202535,28.38
113,1376510,0.43
1257,2073885,150.49
722,618596,127.6
1182,2300532,312.09
795,70099,75.61
425,1776792,99.45
1279,1596875,2586.28
1425,2982487,821.24
230,2095370,0.57
542,2423483,141.87
429,2881932,32.73
1096,2826791,433.82
1167,1430612,1078.24
781,1644598,40.57
925,2646496,32.5
1208,851467,3600
271,509112,3.68
1059,1971433,490.82
1590,2330083,332.88
226,743771,1.35
958,2251999,150.71
889,2478275,134.96
148,1406150,1.88
365,2477406,73.47
701,2858562,279.52
561,1952868,231.44
1293,1143756,136.67
823,2079362,7.58
1507,372420,1759.85
836,3043518,65.28
736,2596690,729.01
1080,1979565,346.84
671,3125537,273.63
1497,2205779,1377.62
474,786737,59.77
700,997442,654.51
1089,1233227,266.09
1339,2889209,3600
698,1114970,221.27
1495,2614193,3543.32
1188,2544095,733.78
605,1069922,194.5
347,1942803,11.66
256,689261,8.59
1164,2154130,62.45
1109,1194608,595.49
299,1047755,14.57
365,3213564,6.8
1438,506011,152.55
118,1801973,0.61
101,2796388,0.19
389,372652,6.09
1040,1611738,295.3
155,1820464,3.49
323,1898791,5.32
202,1726330,1.51
148,3835,4.31
328,3082403,6.25
1219,2583182,426.42
370,2515862,23.25
308,3167117,4.65
553,197404,53.76
1083,1854019,166.59
206,595066,1.09
1380,1014782,1156.22
1025,2113137,543.82
651,1828467,52.72
814,1999258,192.87
136,755017,0.52
1560,716119,506.87
738,1718769,35.96
1082,99075,191.05
928,645706,108.79
1482,1559481,52.85
476,179150,25.18
1239,925621,1059.45
559,2745165,29.92
548,3067667,42.05
969,1407,28.66
171,445143,0.65
884,629603,37.96
182,2553342,6.08
795,2259682,230.58
671,327995,30.61
395,1487404,23.89
680,645867,335.61
529,2672629,63.63
1402,3074857,302.86
213,2112591,1.15
1074,3039346,32.74
566,1462436,101.39
538,722563,9.47
438,2614825,13.66
885,697827,104.89
1316,2481287,1055.78
1572,1336063,1124.58
1202,2928497,167.98
382,2340678,5.64
1390,668935,1221.93
194,2484749,1.28
317,1179735,45.81
1549,869714,45.85
776,2221543,29.59
363,2550943,2.06
1468,1982944,206.94
337,319635,2.36
716,2107103,75.73
252,88257,2.58
990,820631,67.22
1048,1556674,414.03
901,2190155,201.28
681,2269704,7.64
1055,140732,188.17
717,1894717,182.31
876,581499,190.99
450,2829305,10.56
1515,1125755,2084.35
412,2832565,3.1
1441,2075578,1552.13
1242,1447702,1318.63
1261,1471200,713.49
735,885700,207.9
256,2309356,47.27
146,3101431,0.74
1347,2922015,299.59
551,2159956,32.26
1112,323565,112.49
1322,1147878,569.14
488,597015,4.96
1517,693082,2444.78
480,2625296,44.57
665,1406084,46.5
329,310285,1.35
106,3142456,2.31
174,127059,1.71
1459,557889,163.21
1145,447714,1481.74
767,889819,82.22
1552,614048,1523.09
1401,181417,461.65
307,182072,109.95
1257,2174178,92.73
1060,3046321,204.27
1335,482983,629.87
783,2517732,45.46
415,2459160,12.88
1033,63963,353.46
888,2884208,33.82
848,2353928,464.25
1370,2741003,612.81
557,1954914,28.91
1356,1279308,1026.04
892,3011306,258.37
735,846841,102.02
999,1513964,262.65
283,3218172,2.02
1595,1394788,1295.22
908,1662623,334.84
404,2434757,19.52
1564,590988,1146.0
515,2692346,103.06
446,2255131,21.52
852,1411030,268.62
1415,1132006,85.58
553,2566346,73.1
528,1006557,6.52
661,2243557,107.31
467,344618,4.97
761,2336804,558.44
532,952546,23.39
634,2809850,455.48
510,2128137,92.52
567,1789975,223.31
291,585843,11.83
260,596834,1.23
1317,1613696,358.57
993,294346,164.44
1175,554320,657.17
1105,1262426,128.97
649,2289864,90.46
429,1281817,2.73
472,2856987,8.49
782,1839678,8.86
1538,1966175,3600
248,376395,1.83
424,2853998,76.86
526,1150088,162.87
1261,2620523,404.86
570,2057038,25.81
1188,2012299,367.7
1448,2316425,456.91
725,1737889,22.57
1529,2395246,109.63
1009,1159392,95.17
1234,818507,456.43
527,1927057,45.17
1479,3132663,1247.48
501,2614271,26.34
779,533147,197.64
1591,2226175,682.48
804,1988823,127.06
674,1300503,282.32
981,1237155,891.77
501,2596794,76.33
1143,2361659,88.05
1522,380796,950.68
152,2189776,0.8
255,3118559,7.03
1393,201023,226.2
1281,397141,90.73
849,2099250,338.85
679,3229333,154.82
1386,25082,1788.0
155,604969,0.86
1550,2383885,670.31
700,2725261,440.89
426,970028,12.36
153,3013551,0.92
796,1475991,100.15
560,1443269,90.55
491,960846,83.63
1215,1027350,3011.95
923,107262,874.76
575,1876081,180.08
325,3185881,1.9
646,559968,28.84
1141,754031,27.69
1522,250125,2021.89
610,295212,49.85
928,1873401,99.09
157,505578,0.68
713,497795,66.49
706,2528240,71.65
1198,2949017,399.11
830,1598470,386.63
1546,3074198,149.51
1574,1332593,491.54
1467,242128,326.09
730,2988371,85.08
228,3165767,1.83
309,1152374,8.63
268,1553237,1.72
311,2772960,7.31
1328,549864,520.87
147,131888,2.75
1569,166713,2950.71
1571,796336,505.1
207,2991862,0.6
1444,202193,2523.17
1159,2685467,999.29
383,2364644,19.44
1126,2161130,137.41
831,2339059,223.38
1544,1434769,3600
987,325291,39.42
657,732093,8.36
1044,204603,246.9
992,354330,32.36
1175,2962853,2550.07
334,697510,18.17
1133,420777,390.9
1490,2648455,194.98
383,2482571,10.7
624,940389,39.81
138,2888018,0.64
275,546920,1.38
1089,1060170,3600
901,2748895,301.85
900,932660,681.77
826,1372915,15.02
425,470296,3.53
299,2190275,3.5
679,36375,77.25
1053,1390062,313.59
708,1113012,78.89
840,1599984,22.04
380,729171,6.75
588,2147118,4.72
411,234115,19.3
338,1920118,1.56
1131,303385,1204.09
1129,190831,2109.06
1450,1966218,3600
1185,2953153,778.38
805,507329,490.01
1048,1950198,2511.34
998,1248890,281.02
252,2188285,11.9
1166,2682983,1078.01
1064,1264646,328.98
375,739624,102.44
711,830581,37.29
1555,1127157,751.65
716,129921,19.77
280,2774257,2.32
363,1239314,30.32
1007,3012065,129.76
477,1347482,28.57
1138,842867,205.6
1526,996914,229.48
366,1556100,32.17
131,2018957,0.57
424,2514782,5.33
185,1599325,0.69
881,2077437,96.47
1457,671574,134.31
184,370140,0.83
156,1074654,1.65
209,1148230,1.51
499,1239492,42.62
562,203237,43.88
313,1815838,1.15
979,3243541,302.21
1577,91583,3600
876,2570531,31.06
670,776412,58.57
410,1499648,42.77
317,3105494,7.96
1556,1970096,594.59
782,1294998,837.6
730,3138250,260.63
1003,1533137,1455.13
1005,3073437,398.55
801,1941525,229.35
1557,1355356,978.34
1591,1891790,2045.05
1555,1086212,253.47
1129,2007314,341.78
1554,3003282,3600
1091,122817,431.51
1160,1384185,308.75
981,47050,1329.38
958,1287487,583.15
1499,2577567,174.23
690,443178,20.75
1092,1373715,432.42
178,973462,0.92
1386,3228750,1524.1
1592,374893,2235.01
1073,21711,115.57
1023,1626641,267.0
1422,431419,1839.53
636,1721610,23.14
1173,142475,1700.04
810,3059915,302.68
859,2444435,180.15
859,1787024,165.82
393,922563,6.41
754,1067437,169.73
1412,1548035,953.19
168,2572981,7.09
243,2645382,1.94
343,1225494,2.83
1124,59252,32.11
438,2523648,8.53
744,1330267,65.14
602,1980186,77.97
1186,1655667,137.83
628,2750326,82.04
877,1445686,240.47
1243,2451392,234.73
177,687387,0.52
186,1918782,0.48
209,1521714,2.56
386,217957,65.96
1023,339698,114.35
233,2521342,1.82
138,2939546,1.52
855,687500,1002.41
921,3031187,82.32
828,1188625,14.57
208,72106,21.15
967,783515,192.81
539,2182168,73.38
1193,71350,383.1
1109,2557990,1761.49
1363,801920,645.97
288,1725757,14.48
359,662909,16.77
959,3145148,1087.84
135,1956921,0.46
1582,1920559,3600
436,1108822,22.24
300,752758,19.95
651,1287628,16.94
201,2086946,0.6
620,2836978,33.74
1247,166260,707.6
130,827243,0.33
1273,580139,215.86
1060,2099016,153.83
499,683989,11.07
901,1559778,193.68
920,451222,761.98
898,2959316,385.2
695,2141530,223.95
972,2658887,20.39
1046,2115491,58.64
439,2341912,15.34
1205,355871,712.84
270,2343576,11.03
1309,2207779,3600
168,1611214,0.74
433,29293,235.13
701,3188230,43.36
856,3200927,341.74
1407,2312397,300.23
571,133585,68.17
1467,1729606,3600
439,755189,28.6
333,436091,21.98
411,2607009,34.69
282,1852436,2.47
749,2377289,74.15
1392,2689324,344.81
1098,1009050,309.28
746,2955756,145.37
1368,1849700,93.14
185,2470875,1.1
970,464868,588.83
359,3042503,13.39
746,1395143,32.85
360,710154,10.45
1575,1751000,640.7
1022,2277031,303.44
1314,1304718,775.02
283,1336426,25.48
1423,528434,994.1
311,1887154,4.37
472,1981667,784.35
487,3109199,33.73
1114,2809878,295.14
417,2424330,99.95
852,2560842,290.24
904,1260363,121.31
286,2004246,6.42
932,2267105,154.16
269,1784065,7.68
452,1294909,2.55
383,2266848,3.66
410,988510,110.43
838,1739704,92.22
829,1966714,390.79
214,67764,1.71
1439,2048442,3600
1351,1555750,66.37
1231,139811,777.76
206,1357367,0.6
522,508774,29.38
1519,1737456,154.67
1529,1875919,66.42
110,795189,0.44
940,2806970,232.54
283,473603,3.37
915,134273,210.1
1540,655882,1631.25
740,1703102,314.3
742,3051269,14.84
989,3028015,237.45
584,173669,45.19
710,980238,84.87
911,2723007,217.44
709,437094,207.01
1453,1826050,626.34
882,1214087,382.07
334,1910168,1.86
559,2259021,161.54
1441,1554525,891.34
1055,789315,269.96
663,1111568,79.16
457,1442484,23.77
1163,2929710,92.66
1379,2486560,2109.93
314,344625,20.71
384,2355439,1.43
666,1364670,146.61
716,1177415,122.96
919,1775629,114.41
282,1500064,4.42
237,1330639,7.61
1229,2592093,186.65
204,3014134,3.48
1244,3204835,978.91
1124,2305080,1017.6
761,2638081,161.54
310,2703032,3.77
767,2726353,219.04
536,3081609,50.43
1370,1479850,3600
655,2102710,58.86
478,1773376,64.51
396,2372900,14.65
209,750202,5.96
1240,1947303,59.67
356,2402067,3.2
504,2573540,53.14
648,2748528,175.25
658,1687673,88.17
1541,3091304,2202.41
171,3140996,0.57
1150,2023650,327.93
1573,2344002,2517.8
457,266909,106.29
480,2574937,11.63
833,15748,60.58
1341,1699989,106.81
1271,788280,142.28
1119,1711778,2760.48
1239,1080931,311.23
1180,1843346,151.14
1076,496474,1218.61
733,1476209,174.19
1024,2800131,145.22
1184,2861159,3600
1489,713783,3600
1445,2126725,829.63
1319,3238956,371.71
1183,2250190,260.04
501,1277828,59.65
1569,2702928,50.27
922,2395095,276.65
1549,2447640,254.53
1306,3173567,124.32
1271,179714,160.32
1592,2737228,380.72
1356,433854,611.55
337,2915928,1.49
1509,1458269,2588.38
936,660850,132.36
1426,1762517,2766.85
1307,2153499,212.72
923,2614875,313.27
1451,1590065,2171.93
793,1212946,79.96
108,3016625,0.4
558,1110846,144.15
1316,2867354,452.9
1477,564608,437.48
1183,1327377,897.22
718,1846753,144.82
168,974025,0.55
479,999285,21.7
675,470399,108.56
1290,2690895,521.65
1579,3246186,336.79
814,477662,157.22
1079,358446,3600
1379,391781,105.27
446,2394273,18.3
202,2982934,2.04
243,1146607,6.92
933,1287896,40.14
1344,879505,3600
1230,2909313,662.6
320,1925675,6.97
546,693109,4.17
466,451672,18.59
457,559012,38.28
121,1601116,5.54
323,607228,2.47
425,1587604,42.96
795,701268,176.63
151,1109224,0.97
1019,274675,319.55
859,94287,656.0
968,957668,286.55
520,2398737,15.42
1343,2637643,708.71
1216,2436940,216.91
582,1334668,19.69
392,874645,3.06
285,1014990,26.91
632,1946059,96.5
652,3053962,243.76
686,255714,33.24
487,3140303,6.61
1098,1450351,393.57
836,1453873,83.46
924,176792,607.92
963,128218,296.31
947,3131312,215.68
1345,3008433,1870.95
579,175410,46.09
139,1624489,0.8
1074,2957767,1752.99
1008,3276197,333.36
1454,2645783,3472.13
1411,2493585,380.36
926,1012005,141.62
960,2588246,49.91
1018,1006219,531.28
760,1725987,270.13
1555,1715603,727.94
317,2208675,3.35
948,2862901,230.27
1369,1958753,58.74
835,595453,313.7
1381,2549071,1089.96
1230,70038,522.75
1078,657997,431.21
725,1313556,259.31
291,3217452,37.77
1500,1151751,3600
1510,2340030,1531.23
174,1368742,1.98
324,66216,4.38
823,583027,2211.42
1550,2127217,611.38
116,1337769,0.23
301,1803605,45.42
114,1210546,0.68
329,1766199,13.6
1469,669369,521.21
1141,832835,78.31
1257,3174144,401.16
142,237150,0.33
948,1999850,448.58
1294,3078775,971.86
296,1763059,7.18
1279,2363671,128.79
143,358481,1.06
1462,2433878,880.38
1407,2807626,301.75
866,2047337,1365.14
1288,1703873,13.92
368,1409954,1.98
841,2298007,123.94
864,157495,197.21
685,217693,65.91
194,946628,1.8
1252,2449288,214.28
566,2991279,11.28
471,1917363,22.85
521,1690188,55.32
280,548331,4.63
1235,1064179,396.9
540,946812,214.11
283,1058330,31.97
1217,939362,958.53
1474,2022542,382.04
1434,442296,1090.37
108,1232610,0.57
1220,2982115,341.39
459,2294002,41.71
396,2962765,20.39
1326,791667,909.94
1108,1616721,42.62
1330,2719075,2000.05
392,1419938,6.66
637,2778364,47.02
881,1509795,238.37
526,1910625,34.04
451,2361118,15.98
769,1060896,952.88
1026,504623,342.04
1162,1257567,145.41
1541,2639613,3600
653,1925106,145.59
824,338595,58.67
475,2638262,4.21
325,917015,2.04
1382,746572,2729.26
1278,59452,1482.02
243,438218,7.71
1531,2023050,2291.02
1458,2361075,2257.8
507,193118,128.28
1455,2047768,1947.62
1450,2013862,238.55
1585,3247100,1021.48
499,600409,60.3
1591,25618,1839.39
786,2494742,82.2
509,537832,72.13
730,2530915,150.08
884,733007,392.98
1599,2743609,2477.17
445,1255565,43.5
1528,3112607,421.65
205,680305,1.35
267,1768227,1.66
565,1844007,59.5
1232,2077108,207.29
1219,667416,805.64
1350,279846,857.27
282,429184,3.76
597,2857430,119.23
895,784964,243.72
476,576428,106.31
1544,29315,360.04
181,8392,0.88
672,2427364,28.88
1412,3020751,843.27
1570,1041696,2059.26
1392,921810,1393.41
1321,2169861,195.8
1566,2311816,3600
114,2665538,0.36
292,540892,4.05
666,2529877,78.48
625,1941099,49.57
193,1221708,6.13
1467,2835254,756.21
466,908914,25.83
1582,949648,2000.23
953,2230736,210.6
1028,2075233,183.74
1521,243401,961.49
1164,870503,123.08
953,454273,237.73
132,1405158,4.01
936,1897900,200.56
1081,169025,628.48
1152,2461706,712.06
423,2062875,12.95
1258,269831,944.07
392,2858375,30.51
1107,953506,527.57
1499,1043415,3600
1474,3266226,339.57
1564,2211543,1125.18
1509,265085,1265.57
304,2580417,2.22
321,3091025,20.79
541,2927703,22.83
733,1935303,168.81
1247,2550285,198.82
284,1871130,13.19
990,2103163,549.57
711,1272085,522.8
1046,3221889,119.95
275,2705109,12.11
866,1918246,131.38
1321,943594,1041.81
1347,2277829,278.34
1036,1812440,80.53
1307,3204410,347.95
1272,1974843,389.59
1165,669000,59.93
213,402942,1.93
1209,2157246,113.06
425,2022609,11.38
1197,1772771,124.03
327,3007851,1.21
781,2742603,46.85
343,1800166,44.36
657,734680,12.01
176,2443073,21.63
287,140703,55.81
1476,73533,1969.01
1051,2766442,1285.9
895,2101201,33.77
569,3230880,48.81
897,2981228,211.68
512,2255933,33.63
574,458264,36.08
725,1051506,51.97
1348,1354741,1068.18
446,1420404,31.83
953,3125893,197.55
646,2172384,57.26
273,673800,6.45
825,1530912,221.75
705,2042756,72.26
105,1980712,0.33
1572,819437,29.74
606,975621,13.06
868,3230687,96.96
513,1129790,96.74
1266,1728725,2222.63
696,2133162,49.34
1141,839325,22.55
1539,872768,206.3
1510,1085103,1328.33
1307,917862,1274.42
819,128434,87.74
304,1608084,11.5
1067,2100382,449.13
786,2068944,69.94
842,862392,23.01
379,2688050,4.41
1465,881922,1588.35
1213,1412383,42.11
1000,1824094,161.46
1108,2612035,2521.69
655,1449814,70.72
1123,3043838,127.94
1512,196805,3600
105,1721356,0.18
146,536098,0.49
693,519742,64.75
575,808800,13.49
643,2660740,33.1
652,885611,103.6
1298,3266222,326.25
512,2107599,56.98
1074,1620050,356.14
1065,2993010,1500.28
830,1403656,80.98
151,760994,6.39
150,1222619,1.61
1474,468294,3600
414,2949804,42.75
1468,2898857,506.15
146,2383704,0.85
1574,298461,1667.96
216,2699951,4.14
641,1280909,28.02
1132,212633,2209.36
1015,3010465,82.41
1209,1806956,413.64
1012,1598058,323.93
752,2951243,18.16
997,1348900,587.27
1091,1559700,499.05
1156,1221962,489.61
